SMILES,Flavor_Description,Classification
CC1CCC(C(=O)C1)C(C)(C)SC(=O)C,mint,0.0
CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,sweet,1.0
CC1CCC2C1C(=O)OC=C2C,mint,0.0
CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,fruity; spicy,1.0
CC(C)C1CCC(=O)C=C1,mint; herbaceous,0.0
CC1CCC(=C(C)C)C(C1)O,camphoraceous,0.0
CCCCCC=CCCC(=O)O,fruity,1.0
CC(=CCC(CO)C(=C)C)C,lavender,1.0
CCC(C)SSC(C)CC,sulfurous,0.0
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,sweet; fruity,1.0
COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)C=O)OC)O)C=O,vanilla,1.0
CCCCCCCCC(CCCCCC)CO,fruity,1.0
CCCC(=O)OC1CC2CCC1(C2(C)C)C,camphoraceous,0.0
CC1=CCC(C1(C)C)CC=O,camphoraceous,0.0
CC1(CCCC(C1=O)(C)O)C,herbaceous,0.0
CC1(C2CC1C(=C)C(C2)O)C,balsamic,0.0
CCCCCC1C(CCC1=O)CC(=O)OC,no aroma,0.0
CC1COC(O1)C,fruity,1.0
CC1=C(SC(=N1)CC(C)C)C,vegatable,0.0
CCCC1=NC(=C(O1)C)C,roasted; burnt,0.0
CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,fruity,1.0
CCCC(=O)OC1=C(CCC1=O)C,fruity; nutty,1.0
CC(C)CCCC(C)CC=O,onion,0.0
CCCCC(=O)OC1CC2CCC1(C2(C)C)C,camphoraceous,0.0
CC1=CCC(CC1)C(C)(C)OC(=O)C,sweet,1.0
CCCC(CCCC(=O)OCC)OC(=O)C,fruity,1.0
CC1=CC=CCC1,fruity,1.0
C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,savory,0.0
C/C=C(\C)/C(=O)O,spicy,1.0
CC1CCC=C(C12CCC(C2)C(C)(C)O)C=O,no aroma,0.0
CCCC(=O)C(=O)CCC,butter,0.0
CC(=O)CC(=O)OCC1=CC=CC=C1,fruity,1.0
C[C@@]12CC[C@@H](C1(C)C)CC2=O,camphoraceous,0.0
[CH2]CCCO,minty tea,1.0
CC1=C[C@H]([C@@H]2C[C@H]1C2(C)C)O,balsamic,0.0
CC(=O)C1=NCCS1,grass,0.0
CCCCCCCC(C=C)O,moldy,0.0
CCC=CC=CC(=O)C,pungent; herbaceous,0.0
CCC=CCC=CC=CC=O,citrus,1.0
CC(C)CC(=O)CC1=CC=CC=C1,spicy,1.0
C[C@H]([C@H](C)O)O,onion,0.0
COC1=CC(=CC(=C1O)OC)CC=C,meaty,0.0
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,balsamic,0.0
CCCC(=O)C1=CC=CO1,balsamic,0.0
CCCCCCCCCCOC(=O)CC,fatty,0.0
CCCCCCCC(=O)OCCC1=CC=CC=C1,rose,1.0
C[C@]12CC[C@@H](C1(C)C)C[C@@H]2O,camphoraceous,0.0
CC(C)(CC=O)C1=CC=CC=C1,caraway,0.0
CCCC(=O)OCC1=CC=C(C=C1)OC,plum,0.0
CCCC(=O)OC1CCCCC1,sweet,1.0
CCCCCC(=O)CC,fruity,1.0
CC1=CC=C(C=C1)CC(=O)O,floral,1.0
CC(C)CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C2(C)C)C,camphoraceous,0.0
C/C=C(\C)/C(=O)OCC1=CC=CC=C1,rose,1.0
C1=COC(=C1)COCC2=CC=CO2,nutty,1.0
CC(C)CC(=O)OC1CCCCC1,banana,0.0
CC1CCC2=C(C1)OC=C2C,mint,0.0
CC1=C(CC(CC1=O)C(=C)C)O,mint,0.0
C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,mint,0.0
CC1=CC[C@H](CC1=O)C(=C)C,mint,0.0
C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,camphoraceous,0.0
CC1=CC[C@@H](CC1)C(=C)C,citrus,1.0
CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C,rancid,0.0
CC(=C)[C@@H]1CCC2(C(C1)O2)C,citrus,1.0
CC(=O)O[C@H]1CC2CCC1(C2(C)C)C,balsamic,0.0
CC1=CC[C@@H]2[C@H](C1)C2(C)C,fruity,1.0
C[C@H]1CC[C@H](CC1=O)C(=C)C,mint,0.0
CC1=CC[C@@H](C[C@H]1O)C(=C)C,mint,0.0
C[C@@H]1CC[C@@H](CC1=O)C(=C)C,mint,0.0
C1=CC=C(C=C1)/C=C/C(=O)O,honey; floral,1.0
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,floral,1.0
CC(C)C1=CC=C(C=C1)CC(C)C=O,floral,1.0
CC1(C2CCC1(C(C2)OC=O)C)C,camphoraceous,0.0
CCC(C)C1=NC=CS1,herbaceous,0.0
CC(CCC=C(C)C)C1CCC(=C)C=C1,sweet,1.0
CC1CCC(C2C1(CCC(=C2)C)O)C(C)C,green tea,0.0
CC(=O)C1=NC=CS1,popcorn,0.0
CC1=CC(=C(S1)C)C(=O)C,nutty,1.0
CC1=CCC(CC1)C(C)C=O,herbaceous,0.0
CC(C)C(C)(C(C)C)O,no aroma,0.0
CCCCCCC=COC(=O)C,fruity,1.0
CC1=C(SC(=N1)C)C(=O)C,nutty,1.0
CCC1SC(SS1)CC,roasted,0.0
CC(C(=O)C)OC(=O)C,no aroma,0.0
CCCCSSCCC,sulfurous,0.0
CC1(CCCC(O1)(C)C=C)C,terpineol,0.0
CC(=C)C1CCC2(C(C1=O)O2)C,mint,0.0
CC1=C(CCO1)S,floral,1.0
CC(C)C1=CC=C(CC1)C=O,spicy,1.0
CC(=O)C1=CSCCN1,roasted,0.0
CC1=CCC(CC1)C(C)COC(=O)C,spicy,1.0
CCOC1=C(C=CC(=C1)C(C)C)C,carrot,0.0
CCC(=O)C1=NCCC1,fishy,0.0
CCCC(=O)OC(C)C(=O)C,red berry,1.0
CC1(C(O1)CCC(C)(C=C)O)C,floral,1.0
CC(=C)C1=CC(=NC=C1)C(=O)C,grass; green,0.0
CC(C)C1=CC(=NC=C1)C(=O)C,leafy,0.0
CC(=C)C1=NC=CC(=C1)C(=O)C,herbaceous; green,0.0
CC(=C)C1CCC(C=C1)(C)OO,citrus,1.0
CC(CCCC(=C)C)CCO,rose,1.0
COC(=O)CCC=C,no aroma,0.0
CC1CCC(=O)OC1C,no aroma,0.0
CC1(C2CCC1(C(C2)C(=O)O)C)C,camphoraceous,0.0
CC1COC2C1CCC(=C2)C,herbaceous,0.0
C1=CC=C(C=C1)/C=C/C=O,cinnamon,1.0
COC(=O)/C=C/C1=CC=CC=C1,strawberry,1.0
C/C=C/C1=CC=C(C=C1)OC,aniseed,0.0
C/C=C/C=C/C=O,citrus,1.0
CC(=CCC/C(=C/CO)/C)C,rose,1.0
CC(=O)/C=C/C1=CC=CC=C1,floral,1.0
CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,fruity,1.0
CCC/C=C\1/C2=CC=CC=C2C(=O)O1,spicy,1.0
CC(=CCC/C(=C\C=O)/C)C,lemon,1.0
CC(=CCC/C(=C\CO)/C)C,sweet,1.0
C/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,rose,1.0
C/C=C/C1=CC(=C(C=C1)O)OC,floral,1.0
C/C=C/C1=CC(=C(C=C1)OC(=O)C)OC,cloves,1.0
C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C,woody,1.0
CC(=CCC/C(=C\COC(=O)C)/C)C,floral,1.0
CC(=CCC/C(=C/COC(=O)C)/C)C,floral,1.0
CC(=CCC/C(=C\CC/C(=C\CO)/C)/C)C,floral,1.0
CC(=CCC/C(=C/CC/C(=C\CO)/C)/C)C,rose,1.0
CC(=CCC/C(=C\CC/C(=C/CO)/C)/C)C,floral,1.0
CC(=CCC/C(=C/CCC(=O)C)/C)C,rose,1.0
CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,sweet,1.0
CCCCCC/C(=C\C1=CC=CC=C1)/C=O,floral,1.0
C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,floral,1.0
CCCCC/C(=C\C1=CC=CC=C1)/C=O,jasmine,1.0
CCCCC/C(=C/C1=CC=CC=C1)/C=O,jasmine,1.0
C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,spicy,1.0
CC(=CCC/C(=C/C=C/C(=O)C)/C)C,floral,1.0
CC1=C(OC2=CC=CC=C12)C,spicy,1.0
CS(=O)(=O)C1=CC=C(C=C1)CCC(=O)O,honey; floral,1.0
CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,balsamic,0.0
CCCC1CC(=CC(=O)C1)C,no aroma,0.0
CC1C(=NC(S1)CC(C)C)C,herbaceous,0.0
CC(=O)OCCSC,sweet,1.0
CCCCOC(=O)/C=C/C1=CC=CC=C1,floral,1.0
C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,no aroma,0.0
CC(CC/C=C(\C)/CCC=C(C)C)CCO,fruity,1.0
C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,floral,1.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,grass,0.0
C/C(=C\CCC(C)(C=C)O)/CO,citrus,1.0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,fruity,1.0
CC/C=C\CCO,grass,0.0
C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,cloves,1.0
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,floral,1.0
CC(=CCC/C(=C/CCC(=C)C=C)/C)C,fruity,1.0
C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,rose,1.0
C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,spicy,1.0
C/C(=C/CCC1(C2CCC(C2)C1=C)C)/CO,sweet,1.0
C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,citrus,1.0
CC(=CC/C=C(\C)/C=C)C,grass,0.0
CC1=CCCC(C1/C=C/C(=O)C)(C)C,raspberry,1.0
CC(=CCC/C(=C/COC=O)/C)C,rose,1.0
CC(=O)OC/C=C/C1=CC=CC=C1,sweet,1.0
CCC/C=C/C(=O)O,sweet,1.0
CC/C=C/CC(=O)O,sweet,1.0
CCCCC/C=C/C(=O)O,butterscotch,0.0
CC/C=C\CCCC(=O)O,greasy,0.0
CCCC/C=C/C=O,fatty,0.0
CCCCCCC/C=C/C=O,citrus,1.0
CCCCCCCCCC/C=C/C=O,citrus,1.0
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,rose; apple,1.0
CCCCCC/C=C/C(=O)O,fatty,0.0
C1=CC=C(C=C1)/C=C/CO,floral,1.0
C1CCC/C=C\CCCCCCCC(=O)CCC1,musky,0.0
CC1=COC2=C1CC([C@](C2)(C)C=C)C(=C)C,fruity; spicy,1.0
CC1=COC2=C1C(=O)[C@@H]([C@](C2)(C)C=C)C(=C)C,spicy,1.0
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C,balsamic,0.0
CCC/C=C/CO,walnut,0.0
CCC/C=C\1/C2=C(C=CCC2)C(=O)O1,no aroma,0.0
CC(=CCC/C(=C\CCC(C)(C=C)O)/C)C,rose,1.0
CC/C=C/CC/C=C/CO,vegetable,0.0
CC(=CC/C=C(/C)\C=C)C,herbaceous,0.0
CC(=CCC/C(=C\CC(CO)C(=C)C)/C)C,lavender,1.0
CC1=CC/C(=C(\C)/CCC=C(C)C)/CC1,sweet,1.0
CCC/C=C/COC(=O)C1=CC=CC=C1,herbaceous,0.0
CC/C=C/CCOC(=O)C,no aroma,0.0
CC1=CCC(CC1)/C(=C\CC=C(C)C)/C,coconut,1.0
CCCCC/C=C(\CCCC)/C=O,grass,0.0
CCC/C=C/1\C2=CC=CC=C2C(=O)O1,spicy,1.0
C/C=C/C1=CC(=C(C(=C1)OC)O)OC,spicy,1.0
C/C=C/C=C\CC/C=C/C(=O)NCC(C)C,sweet,1.0
CCCCC(CC)/C=C\C(=O)O,fatty,0.0
CC(=CCC/C(=C\COC=O)/C)C,rose,1.0
C1=CC=C(C=C1)/C=C/COC=O,balsamic,0.0
CC/C=C\CC(=O)O,fruity,1.0
CCCC(=O)OC/C=C(\C)/CCC=C(C)C,rose,1.0
CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,gardenia,0.0
C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,rose,1.0
C1CCC(CC1)OC(=O)/C=C/C2=CC=CC=C2,almond,1.0
CC1=C(SC(=N1)C)C=C,no aroma,0.0
CC1=NC=CC(=N1)C(=O)C,burnt; meaty,0.0
CCC1N=C(C(S1)C)C,sweet; rose,1.0
CCCCC/C=C\CCC=O,no aroma,0.0
CC(=CCC/C(=C/C/C=C(/C)\C=C)/C)C,grass,0.0
CCCCCC/C=C/C(=O)C,jasmine,1.0
CCCCCCC/C=C/C1CCCCC1,no aroma,0.0
CCC/C=C/C(=O)C,grass,0.0
CCCC/C=C\CCCCO,fruity,1.0
C1CCCCOC(=O)CCCCC/C=C\CCC1,musky,0.0
CCOC(/C=C(\C)/CCC=C(C)C)OCC,herbaceous,0.0
CC(=CCC/C(=C/CC/C(=C\C=O)/C)/C)C,mint,0.0
CCCCC(=O)/C=C/C,floral,1.0
C/C=C/C(=O)C1C(C=CCC1(C)C)C,balsamic,0.0
CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,woody,1.0
C/C=C/C(=O)C1=C(C=CCC1(C)C)C,apple,1.0
C/C=C/C(=O)C1C(=CCCC1(C)C)C,balsamic,0.0
CCCCCCC/C=C/C=C/C=O,spicy,1.0
CCCCCCCC/C=C/CCCCCCCCO,fatty,0.0
CC/C=C\CCOC(=O)CC1=CC=CC=C1,banana,0.0
C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,floral,1.0
C/C=C(\C)/C(=O)OCC(C)C,fruity,1.0
CCCCC/C(=C\C1=CC=CC=C1)/CO,floral,1.0
C/C=C(\C)/C=C/C=C(C)C,grass,0.0
C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2,rose,1.0
CC(C)C/C=C(/C=O)\C1=CC=CC=C1,cocoa,0.0
C/C(=C\C1=CC=CC=C1)/C(=O)C,camphoraceous,0.0
CC1CC=C(C(C1(C)C)/C=C/C(=O)C)C,no aroma,0.0
CC1=CCCC(C1/C=C(\C)/C(=O)C)(C)C,no aroma,0.0
C/C/1=C/CCC(=C)/C=C\C(CC1)C(C)C,rose,1.0
COC1=CC=CC(=C1)/C=C/C=O,floral,1.0
C/C=C/C(=O)C1=C(CCCC1(C)C)C,tea,0.0
CCC(=O)/C=C/C1=C(CCCC1(C)C)C,floral,1.0
CCCC/C(=C\C1=CC=CC=C1)/C=O,floral,1.0
C1=CC=C(C=C1)/C=C(/C(CO)O)\O,almond,1.0
CCCC(=O)C(CC)CC1=CC=CC=C1,no aroma,0.0
CCCCCCC/C=C/C(=O)OCCCC,floral,1.0
CCC(C)CCCC(C)C=O,sweet; fruity,1.0
CCOC(CC(C)CCCC(C)(C)O)OCC,floral,1.0
CCCC/C(=C\C)/C=O,roasted,0.0
C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2,spicy,1.0
CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,floral; jasmine,1.0
CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,rose,1.0
C1COC(O1)/C=C/C2=CC=CC=C2,cinnamon,1.0
CC(=CCC/C(=C/CS)/C)C,orange,1.0
CC1CCC2C1C=C(CC=C2C)C(C)C,spicy,1.0
CC1=CCC(=CC1)C(C)CCC=C(C)C,herbaceous,0.0
CCCCC/C=C/C=C\C=O,fatty,0.0
CC(=O)C(CC1=CC=CC=C1)O,fruity,1.0
C[C@H]1CC[C@H](C2=C1C=CC(=C2)C)C(C)C,spicy,1.0
C/C/1=C\CC[C@@](/C=C/[C@@H](CC1)C(C)C)(C)O,raspberry,1.0
CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O,sweet,1.0
C[C@@]1(CC[C@@H](O1)C(C)(C)O)C=C,citrus,1.0
C[C@@]1([C@H](CCC(O1)(C)C)O)C=C,citrus,1.0
C[C@]1(CC[C@H](O1)C(C)(C)O)C=C,floral,1.0
C[C@H]1CC[C@H]([C@@H](C1)O)C(C)C,mint,0.0
C[C@H]1CC[C@@H](C[C@@H]1O)C(C)C,mint,0.0
C[C@H]1CCC2C1C3C(C3(C)C)CC[C@@]2(C)O,grass,0.0
CCCC/C=C/1\C(=C(C(=O)O1)C)C,mint,0.0
CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,grass,0.0
C/C=C/C=C/C(=O)OCC=C,pineapple,1.0
CCC/C=C/C(OC)OC,fruity,1.0
CC/C=C/CC1CCCC(=O)O1,jasmine,1.0
CC(=CCC/C(=C/COC/C=C(/CCC=C(C)C)\C)/C)C,balsamic,0.0
C/C(=C\CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,sweet,1.0
C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,camphoraceous,0.0
C[C@@]12CC[C@@H](C[C@@H]1O)C(O2)(C)C,mint,0.0
C/C(=C/CC[C@@]1(C2CC3C1(C3C2)C)C)/CO,sweet,1.0
C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,sweet,1.0
C[C@H]1CC[C@@H]([C@@H](C1)OC(=O)C)C(=C)C,mint,0.0
C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C,grass,0.0
CC1=CC[C@H](CC1)C(=C)CCC=C(C)C,balsamic,0.0
CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C,oily,0.0
CCCCC1(CCC(=O)O1)CCCC,no aroma,0.0
CCCCCC1=CCC(=O)O1,milky,0.0
CC1=CCC[C@]2([C@H]1C[C@H](CC2)C(=C)C)C,sweet,1.0
CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,sweet,1.0
COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O,sweet,1.0
C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2[C@@](CC3)(C)O)C(C)C,mint,0.0
C[C@@H]1CC(=O)CC2[C@]1(C[C@@H](CC2)C(=C)C)C,green,0.0
CC(C)C(=O)OC(C)(C)C1=CC=CC=C1,fruity,1.0
CCCC(=O)CC(=O)[O-],sweet,1.0
CC1CCC(C2C13C2C(CC3)(C)O)C(C)C,mint,0.0
C1=C[13CH]=C(C=C1)S,garlic,0.0
CC1=C[C@@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C,oily,0.0
C[C@@H]1CCC=C2[C@]1(CC(CC2)C(=C)C)C,grass,0.0
CC1(C2C[C@H](C(=C)C1C2)O)C,balsamic,0.0
CC(=CCC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)C,sweet,1.0
CCCCCCCCCCC1=CC=CO1,fatty,0.0
CC1=C(CC(CC1)C(=C)C)C=O,mint,0.0
CCCCC(CC=C)C(=O)O,pineapple,1.0
C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2OC=O,camphoraceous,0.0
CC(C)[C@@H]1CC[C@](C=C1)(C)O,mint,0.0
C/C(=C\CCC1(C2CC3C1(C3C2)C)C)/C=O,sweet,1.0
CC1CCC2C(C(=O)OC2C1)C,herbaceous,0.0
C[C@H]1CCC(=C(C)C)CC2=C1CC[C@@H]2C,balsamic,0.0
C[C@@H]1CCC(=C(C)C)CC2=C1CC[C@H]2C,balsamic,0.0
CC(C)CCSSSCCC(C)C,garlic,0.0
C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)CO,grass,0.0
C1CCC(CC1)CC2=NC=CN=C2,musty,0.0
C1=CC=C(C=C1)OCO,sweet; floral,1.0
CCCCC(C(=O)C)C(=O)O,no aroma,0.0
CC(C)CCOC(C=O)(C1=CC=C(C=C1)O)OCCC(C)C,fruity,1.0
C=CCCC(=O)OC1CCCCC1,peach; apricot,1.0
CC1(C2CCC1(C(C2)CC(=O)O)C)C,no aroma,0.0
CC1=C(CCO1)SC(=O)C,sulfurous,0.0
CC1=CC[C@H](C1(C)C)CCOC(=O)C,camphoraceous,0.0
CC(C)CC(CCCC(=O)O)(CC(C)C)C(=O)O,bland,0.0
CCC(C(=O)C1=CC=CC=C1)C(=O)O,cherry,0.0
C=CCCCC1CCCC(=O)O1,nutty,1.0
CCCC[NH-],nutty,1.0
CC(OCCOC)OCC1=CC=CC=C1,fruity,1.0
C=CCC(C1=CC=CC=C1)C(=O)[O-],no aroma,0.0
CCC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C,camphoraceous,0.0
C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,camphoraceous,0.0
CC(C)CC(=O)O[C@@H]1CC2CC[C@]1(C2(C)C)C,camphoraceous,0.0
CC1=C(C(=C(O1)C)O)O,pineapple,1.0
C[C@@H]1CC[C@@H](C[C@@H]1OC(=O)C)C(=C)C,mint,0.0
C[C@@H]1CC[C@H]([C@H]2C13[C@@H]2C(=CC3)C)C(C)C,citrus,1.0
CC=CCCCC(=O)O,rancid,0.0
C=CCC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,1.0
CCC1C(CCC(O1)(C)CC)C(C)C,fresh,0.0
CCCCCCOC(C)OCCC(C)C,fruity,1.0
CC(C)C=C(C)C(=O)O,sweet,1.0
C1=COC(=C1)CC2=CC(=CO2)CC3=CC=CO3,fruity,1.0
CC(=CCCC1(C2C[C@H]3C1([C@H]3C2)C)C)CO,sweet,1.0
CCCCCCCCC=CC(=O)OCCCC,fruity,1.0
CC(C)C1=CCC(C=C1)CO,mint,0.0
CC1=CC[C@H]2[C@H]3C1[C@]2(CC[C@H]3C(C)C)C,mint,0.0
C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](C=C2)C(=C)C)C,citrus,1.0
C[C@@H]1CC(=O)C[C@H]2[C@]1(C[C@@H](CC2)C(=C)C)C,green,0.0
C[C@@H]1CCC2=C(C(=O)OC2=C1)C,coumarin,0.0
CCCCCC(=O)SCC=C,fruity,1.0
CCCCCC(=O)OC(C)(C)CC1=CC=CC=C1,herbaceous,0.0
[2H]C([2H])([2H])C(=O)C([2H])([2H])C1=CC(=C(C=C1)O)OC,vanilla,1.0
CCCCCCCC=CC(=O)OCCCC,fruity,1.0
CC1([C@@H]2CC[C@]3(C2)C(CCC3C1=C)CO)C,sweet,1.0
CC(C(=O)C1=C(C=CC(=C1)O)C=O)O,nutty,1.0
CCCCCCCCCCCC(=O)OC(C(CO)OCCCCCCCCCC)O,fruity,1.0
CC(=C)C1C[C@@H]2[C@](O2)(C(=O)C1)C,spicy,1.0
CC1CC[C@@H]2[C@H]1[C@@H]3[C@@H](C3(C)C)CCC2=C,fruity,1.0
C[C@H]1CC[C@@H]([C@@H]2C13C2C(=CC3)C)C(C)C,citrus,1.0
C[C@H]1CCCC(=C)C2C1CC(C2)C(C)(C)O,fruity,1.0
CC(CN)O,fishy,0.0
C1C(C(C(OC1O)CO)O)O,sweet,1.0
CCC(C)C(=O)C(=O)O,fruity,1.0
CC(C)C(=O)C(=O)O,fruity,1.0
C(CC(=O)O)C(=O)C(=O)O,odorless,0.0
CC(C)CC(=O)C(=O)O,fruity,1.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,sweet,1.0
C(CC(=O)O)CN,savory; meaty,0.0
CC(=O)N,mousy,0.0
CC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,sweet,1.0
C(CCC(=O)O)CC(=O)O,odorless,0.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,sweet,1.0
C(C1C(C(C(C(O1)O)O)O)O)O,sweet,1.0
N,ammonia,0.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N,sweet,1.0
C1C(C(C(C(O1)O)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet,1.0
C1=CC=C(C=C1)C(=O)O,urine; balsam; pungent; sour,0.0
C[N+](C)(C)CC(=O)[O-],savory; bland; umami,0.0
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,sweet,1.0
C(=O)=O,odorless,0.0
C(=O)O,savory; vinegar; pungent; formyl,0.0
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,sweet,1.0
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,odorless,0.0
CC1=CC=CC=C1O,phenolic; medicinal; musty,0.0
CCCCCCCC,gasoline; alkane,0.0
C1=C(C=C(C(=C1O)O)O)C(=O)O,bitter,0.0
CCCCCCCC(=O)O,cheese; waxy; rancid; oil; sweaty; fatty; vegetable; grassy,0.0
C(CC(C(=O)O)N)CN,green; bark,0.0
S,rotten; egg,0.0
C(C(C(C(C(CO)O)O)O)O)O,sweet,1.0
CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet,1.0
CC(C(=O)O)N,odorless,0.0
C(C(C(C(C(C(=O)O)O)O)O)O)O,sweet,1.0
CC(C(=O)O)O,odorless,0.0
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,sweet,1.0
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,sweet,1.0
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,sweet,1.0
C1=CC=C2C(=C1)C(=O)C(=C(O2)O)CC3=C(OC4=CC=CC=C4C3=O)O,bitter,0.0
CS(=O)C,cheese; oil; fatty; garlic; mushroom; bitter,0.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC(C(C(CN)O)O)O)O)O)N,sweet,1.0
C(CC(=O)O)CC(=O)O,odorless,0.0
C#N,bitter,0.0
OO,bitter,0.0
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,odorless; sour,0.0
C(C(C(C(CO)O)O)O)O,sweet,1.0
CC1C(C(C(C(O1)O)O)O)O,sweet,1.0
CC(C(C(C(=O)CO)O)O)O,sweet,1.0
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,sweet,1.0
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,sweet,1.0
C(C(C(=O)O)O)(C(=O)O)O,caramel,0.0
CSCCC(C(=O)O)N,savory; acidic; sulfur,0.0
CS,pungent; cabbage; decayed; garlic; gasoline; sulfur,0.0
CO,alcohol,0.0
