SMILES,Odor,All_Matched_Categories,Major_Category
CC=O,"pungent, ether",Spicy|Off-flavor,Spicy
CC=CC(=O)C,"fish, pungent",Spicy|Off-flavor,Spicy
CC[C@H](C)C(=O)/C=C/C,"hazelnut, nut",Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
CC/C=C\CO,"green, plastic, rubber",Green/Herbal|Off-flavor,Off-flavor
CC/C=C\CCO,grass,Green/Herbal,Green/Herbal
CC/C=C\C=C\C=C,"green, plastic",Green/Herbal|Off-flavor,Green/Herbal
CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,jasmine,Floral,Floral
CC/C=C\C[C@@H]1[C@@H](CCC1=O)CC(=O)OC,jasmine,Floral,Floral
CC/C=C\C/C=C/CCO,fish,Off-flavor,Off-flavor
CC/C=C/CC=O,"leaf, green",Green/Herbal,Green/Herbal
CC/C=C/CC/C=C/CO,cucumber,Green/Herbal,Green/Herbal
CC/C=C/C=O,"strawberry, fruit, tomato",Fruity,Fruity
CC/C=C/C=C/C=O,fried,,NA
CC/C=C/C/C=C/CC=O,"fat, soap",Fatty/Lipidic,Fatty/Lipidic
CC(S)SC,thiamin,,NA
CC(CCCC(C)(C)O)C=C,"tart lime, citrus, cologne",Citrus|Off-flavor,Citrus
CC(CCC=C(C)C)CCOC(=O)C,"rose, dust",Floral,Floral
CC(CCC=C(C)C)CCO,rose,Floral,Floral
CC(CCC=C(C)C)CC=O,fat,Fatty/Lipidic,Fatty/Lipidic
CC(CCC=C(C)C)C1CCC(C=C1)(C)O,metal,Off-flavor,Off-flavor
CC(CCC=C(C)C)C1CCC(=C)C=C1,"sweet, fruit, herb",Fruity|Green/Herbal|Sweet/Vanilla/Caramel,Fruity
CC(CC(C)(C)S)O,"flower, lemon",Citrus|Floral,Citrus
CC(C)OC(=O)C1=CC=CC=C1,"sweet, fruit",Fruity|Sweet/Vanilla/Caramel,Fruity
CC(C)COC(=O)C,"fruit, apple, banana",Fruity,Fruity
CC(C)CO,"wine, solvent, bitter",Bitter|Off-flavor,Off-flavor
CC(C)CCOC(=O)C,banana,Fruity,Fruity
CC(C)CCO,"whiskey, malt, burnt",Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
CC(C)CCCCCCCCCCC=O,"cooked meat, tallow, fat, meat broth, sweat",Fatty/Lipidic|Off-flavor,Off-flavor
CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,"fruit, rose, apple",Fruity|Floral,Fruity
CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,"sweet, apple, citrus",Fruity|Citrus|Sweet/Vanilla/Caramel,Fruity
CC(C)CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,"herb, earth, green",Green/Herbal|Off-flavor,Green/Herbal
CC(C)CC(=O)O,"sweat, acid, rancid",Off-flavor,Off-flavor
CC(C)C12CCC(O1)(CC2)C,spice,Spicy,Spicy
CC(C)C12CCC(=C)C1C2,"pepper, turpentine, wood",Mint/Cool|Woody/Resinous|Spicy,Mint/Cool
CC(C)C1=NC=CN=C1OC,"pea, earth",Green/Herbal|Off-flavor,Green/Herbal
CC(C)C1=CCC(CC1)(C)O,must,,NA
CC(C)C1=CC=C(CC1)C=O,"fat, spice",Spicy|Fatty/Lipidic,Spicy
CC(C)C1=CC=C(C=C1)CO,"wood, herb",Green/Herbal|Woody/Resinous,Green/Herbal
CC(C)C1=CC=C(C=C1)C=O,"acid, sharp",,NA
CC(C)C=O,"pungent, malt, green",Green/Herbal|Spicy,Green/Herbal
CC(C)C(=O)OCCC(C)CCC=C(C)C,"fruit, rose",Fruity|Floral,Fruity
CC(C)C(=O)OC,flower,Floral,Floral
CC(C)C(=O)O,"rancid, butter, cheese",Sweet/Vanilla/Caramel|Off-flavor,Sweet/Vanilla/Caramel
CC(C)C(=O)C,camphor,Mint/Cool,Mint/Cool
CC(C)[C@]12CC[C@](C1C2)(C)O,"wood, balsamic",Woody/Resinous,Woody/Resinous
CC(C)[C@@]12CC[C@]([C@@H]1C2)(C)O,balsamic,Woody/Resinous,Woody/Resinous
CC(C)/C=C/C=C(\C)/C=C,herb,Green/Herbal,Green/Herbal
CC(C)(C=O)SSC,"smoke, fat",Roasted/Nutty/Toasty|Fatty/Lipidic,Roasted/Nutty/Toasty
CC(C)(C=C)O,herb,Green/Herbal,Green/Herbal
CC(C(=O)C)O,"butter, cream",Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)OCC1=CC=CC=C1,"fresh, boiled vegetable",Green/Herbal,Green/Herbal
CC(=O)O,sour,Off-flavor,Off-flavor
CC(=O)N1CCC=C1,"nut, roast",Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
CC(=O)CCSC,fruit,Fruity,Fruity
CC(=O)CCC1=CC=C(C=C1)O,raspberry,Fruity,Fruity
CC(=O)CC(C)(C)S,box tree,,NA
CC(=O)C1=NCCS1,"roast, popcorn",Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel,Roasted/Nutty/Toasty
CC(=O)C1=NCCCC1,caramel,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)C1=NC=CS1,"roast, nut, sulfur",Roasted/Nutty/Toasty|Sulfur/Allium,Roasted/Nutty/Toasty
CC(=O)C1=NC=CN=C1,roast,Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
CC(=O)C1=CCCCN1,caramel,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)C1=CC=CS1,sulfur,Sulfur/Allium,Sulfur/Allium
CC(=O)C1=CC=CO1,balsamic,Woody/Resinous,Woody/Resinous
CC(=O)C1=CC=CN1,"nut, walnut, bread",Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
CC(=O)C1=CC=CC=N1,popcorn,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)C1=CC=CC=C1N,"foxy, sweet",Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)C1=CC=CC=C1,"must, flower, almond",Floral|Roasted/Nutty/Toasty,Floral
CC(=O)C1=CC(=C(C=C1)O)OC,vanilla,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)C(=O)C,butter,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=CCCC1=COC=C1)C,wood,Woody/Resinous,Woody/Resinous
CC(=CCCC(C)(C=C)OC=O)C,"citrus, coriander",Citrus,Citrus
CC(=CCCC(C)(C=C)OC(=O)C)C,"sweet, fruit",Fruity|Sweet/Vanilla/Caramel,Fruity
CC(=CCCC(C)(C=C)O)C,"flower, lavender",Floral,Floral
CC(=CCCC(=C)C=C)C,"balsamic, must, spice",Woody/Resinous|Spicy,Woody/Resinous
CC(=CCC/C(=C\COC(=O)C)/C)C,fruit,Fruity,Fruity
CC(=CCC/C(=C\CO)/C)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=CCC/C(=C\C=O)/C)C,lemon,Citrus,Citrus
CC(=CCC/C(=C/COC(=O)C)/C)C,rose,Floral,Floral
CC(=CCC/C(=C/CO)/C)C,"rose, geranium",Floral,Floral
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,wax,Fatty/Lipidic,Fatty/Lipidic
CC(=CCC/C(=C/CCC(=O)C)/C)C,"magnolia, green",Green/Herbal,Green/Herbal
CC(=CCC/C(=C/CC/C(=C/COC(=O)C)/C)/C)C,"oil, wax",Fatty/Lipidic,Fatty/Lipidic
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,muguet,,NA
CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C,"flower, ether",Floral|Off-flavor,Floral
CC(=CCC/C(=C/C=O)/C)C,lemon,Citrus,Citrus
CC(=CCC/C(=C/C(=O)OC)/C)C,"flower, green, fruit",Fruity|Floral|Green/Herbal,Fruity
CC(=CC[C@@H](CO)C(=C)C)C,herb,Green/Herbal,Green/Herbal
CC(=CC/C=C(/C)\CCO)C,rose,Floral,Floral
CC(=CC(C(C)(C)C=C)O)C,herb,Green/Herbal,Green/Herbal
CC(=CC(=O)C)C,"sweet, chemical",Sweet/Vanilla/Caramel|Off-flavor,Sweet/Vanilla/Caramel
CC(=CC(=O)C(C)(C)C=C)C,"green, herb",Green/Herbal,Green/Herbal
CC(=C)C1CCC2(C(C1)O2)C,fruit,Fruity,Fruity
CC(=C)C1CCC(=CC1)C=O,spice,Spicy,Spicy
CC(=C)[C@H]1CC[C@](C=C1)(C)O,"fresh, mint",Green/Herbal|Mint/Cool,Green/Herbal
CC(=C)[C@@H]1CC[C@@]2(C(C1)O2)C,green,Green/Herbal,Green/Herbal
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,"green, wood",Green/Herbal|Woody/Resinous,Green/Herbal
CC(=C)/C=C/C[C@](C)(C=C)O,hyacinth,,NA
CC,herb,Green/Herbal,Green/Herbal
C1CCSC1,cabbage,Sulfur/Allium,Sulfur/Allium
C1CCNC1,alkaline,,NA
C1CC=CC(=O)C1,pesticide,,NA
C1=CSC=C1S,cooked meat,Off-flavor,Off-flavor
C1=CSC=C1,garlic,Sulfur/Allium,Sulfur/Allium
C1=CSC(=C1)C=O,sulfur,Sulfur/Allium,Sulfur/Allium
C1=COC(=C1)CS,"coffee, roast",Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
C1=COC(=C1)CO,burnt,Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
C1=COC(=C1)C=O,"bread, almond, sweet",Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel,Roasted/Nutty/Toasty
C1=CC=NC=C1,rancid,Off-flavor,Off-flavor
C1=CC=C2C=CC=CC2=C1,tar,Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
C1=CC=C2C(=C1)N=CS2,"gasoline, rubber",Off-flavor,Off-flavor
C1=CC=C2C(=C1)C=CN2,"mothball, burnt",Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
C1=CC=C2C(=C1)C=CC(=O)O2,"green, sweet",Green/Herbal|Sweet/Vanilla/Caramel,Green/Herbal
C1=CC=C(C=C1)O,phenol,Off-flavor,Off-flavor
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"balsamic, oil, herb",Green/Herbal|Woody/Resinous|Fatty/Lipidic,Green/Herbal
C1=CC=C(C=C1)CO,"sweet, flower",Floral|Sweet/Vanilla/Caramel,Floral
C1=CC=C(C=C1)CCS,rubber,Off-flavor,Off-flavor
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,"flower, honey",Floral|Sweet/Vanilla/Caramel,Floral
C1=CC=C(C=C1)CCO,"honey, spice, rose, lilac",Floral|Spicy|Sweet/Vanilla/Caramel,Floral
C1=CC=C(C=C1)CCCO,"cinnamon, anise, fruit",Fruity|Spicy,Spicy
C1=CC=C(C=C1)CCC(=O)O,balsamic,Woody/Resinous,Woody/Resinous
C1=CC=C(C=C1)CC=O,"hawthorne, honey, sweet",Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)CC(=O)O,"honey, flower",Floral|Sweet/Vanilla/Caramel,Floral
C1=CC=C(C=C1)C=O,"almond, burnt sugar",Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel,Roasted/Nutty/Toasty
C1=CC=C(C=C1)C(CO)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)C(=O)O,urine,Off-flavor,Off-flavor
C1=CC=C(C=C1)C#N,rancid,Off-flavor,Off-flavor
C1=CC=C(C=C1)/C=C/CO,oil,Fatty/Lipidic,Fatty/Lipidic
C1=CC=C(C=C1)/C=C/C=O,"cinnamon, paint",Spicy|Off-flavor,Spicy
C1=CC=C(C=C1)/C=C/C(=O)O,honey,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC(=CC=C1/C=C/C(=O)O)O,balsamic,Woody/Resinous,Woody/Resinous
C1=C(OC(=C1)C=O)CO,cardboard,,NA
C=CCCCN=C=S,"mustard, horseradish",,NA
C=CCC1=CC2=C(C=C1)OCO2,"spice, sweet, warm",Spicy|Sweet/Vanilla/Caramel,Spicy
C=CCC1=CC=C(C=C1)O,"medicine, phenol",Off-flavor,Off-flavor
C=CC1=CC=CC=C1,"balsamic, gasoline",Woody/Resinous|Off-flavor,Woody/Resinous
C=CC1=CC=C(C=C1)O,almond shell,Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
C[C@H]1CCO[C@H](C1)C=C(C)C,"green, flower",Floral|Green/Herbal,Floral
C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,"beet, earth",Off-flavor,Off-flavor
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,"wood, balsamic",Woody/Resinous,Woody/Resinous
C[C@H]1CC[C@H](CC1=O)C(=C)C,"herb, warm",Green/Herbal,Green/Herbal
C[C@H]1CC[C@H](C2=C1C=CC(=C2)C)C(C)C,"herb, spice",Green/Herbal|Spicy,Green/Herbal
C[C@H]1CC(=O)C=C2[C@@]1(C[C@H](CC2)C(=C)C)C,terpentine,,NA
C[C@H]1[C@@H]2CCC(=C[C@@H]2OC1=O)C,"coconut, spice",Fruity|Spicy,Fruity
C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)C3=CC=CC=C3,"pine, balsamic",Woody/Resinous,Woody/Resinous
C[C@]1(CC[C@H](O1)C(C)(C)O)C=C,flower,Floral,Floral
C[C@@H]1CO[C@@H]2[C@H]1CCC(=C2)C,dill,,NA
C[C@@H]1CCO[C@H](C1)C=C(C)C,flower,Floral,Floral
C[C@@H]1CCO[C@@H](C1)C=C(C)C,"sweet, rose",Floral|Sweet/Vanilla/Caramel,Floral
C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C,"green, oil",Green/Herbal|Fatty/Lipidic,Green/Herbal
C[C@@H]1CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,"sweet, wood",Woody/Resinous|Sweet/Vanilla/Caramel,Woody/Resinous
C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,wood,Woody/Resinous,Woody/Resinous
C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CC[C@]2(C)O,"green, sweet",Green/Herbal|Sweet/Vanilla/Caramel,Green/Herbal
C[C@@H]1CC[C@H](CC1=O)C(=C)C,"warm, herb",Green/Herbal,Green/Herbal
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,"fresh, green",Green/Herbal,Green/Herbal
C[C@@H]1CC[C@H]([C@H]2[C@]1(CCC(=C2)C)O)C(C)C,"spice, herb, green tea",Green/Herbal|Spicy,Green/Herbal
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,"mint, leaf",Green/Herbal|Mint/Cool,Green/Herbal
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,peppermint,Mint/Cool,Mint/Cool
C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,wood,Woody/Resinous,Woody/Resinous
C[C@@H]1CC[C@@H](C[C@H]1O)C(=C)C,"wood, spice",Woody/Resinous|Spicy,Woody/Resinous
C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,menthol,Mint/Cool,Mint/Cool
C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,grapefruit,Citrus,Citrus
C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flower,Floral,Floral
C[C@@]12CCC[C@@](C1)([C@H]3CC([C@@H]3CC2)(C)C)O,"moss, earth, spice",Spicy|Off-flavor,Spicy
C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,"herb, sweet, spice",Green/Herbal|Spicy|Sweet/Vanilla/Caramel,Green/Herbal
C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,"green, earth, camphor",Green/Herbal|Mint/Cool|Off-flavor,Green/Herbal
C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,"must, camphor",Mint/Cool,Mint/Cool
C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(C)O,"earth, must",Off-flavor,Off-flavor
C[C@@]1(CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C)O,"herb, fruit",Fruity|Green/Herbal,Fruity
C/C=C/C1=CC(=C(C=C1)O)OC,flower,Floral,Floral
C/C=C/C1=CC(=C(C(=C1)OC)OC)OC,"spice, flower",Floral|Spicy,Floral
C/C=C/C=O,flower,Floral,Floral
C/C=C/C=C/C=O,green,Green/Herbal,Green/Herbal
C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C,"wood, spice",Woody/Resinous|Spicy,Woody/Resinous
C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,"wood, earth, spice",Woody/Resinous|Spicy|Off-flavor,Woody/Resinous
C/C/1=C\CC/C(=C/[C@H]2[C@H](C2(C)C)CC1)/C,"green, wood",Green/Herbal|Woody/Resinous,Green/Herbal
C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,wood,Woody/Resinous,Woody/Resinous
C(C=O)S,cabbage,Sulfur/Allium,Sulfur/Allium
S,chicken;cooked;egg;musty;offensive;rotten;sulfurous,Sulfur/Allium|Off-flavor,Sulfur/Allium
OP(=O)(O)O,acidic;odorless,Off-flavor,Off-flavor
OP(=O)(O)[O-].OP(=O)(O)[O-].[Mg+2],odorless,Odorless,Odorless
OP(=O)(O)[O-].[Na+],odorless,Odorless,Odorless
OP(=O)(O)[O-].[K+],odorless,Odorless,Odorless
OP(=O)([O-])[O-].[Na+].[Na+],odorless,Odorless,Odorless
OP(=O)([O-])[O-].[Mg+2],odorless,Odorless,Odorless
O=S=O,stinging;suffocating,,NA
O=[Zn],odorless,Odorless,Odorless
O=[V](=O)O[V](=O)=O,odorless,Odorless,Odorless
O=[Ti]=O,odorless,Odorless,Odorless
O=[Si]=O,odorless,Odorless,Odorless
O=[Mg],odorless,Odorless,Odorless
O=[Cu],odorless,Odorless,Odorless
O=[Cr]O[Cr]=O,odorless,Odorless,Odorless
O=[Ca],odorless,Odorless,Odorless
O=[Bi].Cl,odorless,Odorless,Odorless
O[Se](=O)O,odorless,Odorless,Odorless
O.O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,odorless,Odorless,Odorless
O.O.O.OP(=O)([O-])[O-].[Mg+2],odorless,Odorless,Odorless
O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],odorless,Odorless,Odorless
O.O.O.O.[Fe].[Fe].[Fe],odorless,Odorless,Odorless
O.O.[O-]S(=O)(=O)[O-].[Ca+2],odorless,Odorless,Odorless
O.[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],,,NA
O,odorless,Odorless,Odorless
NS(=O)(=O)O,fatty,Fatty/Lipidic,Fatty/Lipidic
NCl,pungent,Spicy,Spicy
N(Cl)Cl,chlorinous;pool;swimming,,NA
N,ammoniacal;ammonical;cl;cloying;irritating;nh;pungent;repellent;salty;sharp;suffocating,Spicy|Off-flavor,Spicy
CSSSSCC=C,cooked;garlic;onion;pungent;sulfurous,Spicy|Sulfur/Allium,Sulfur/Allium
CSSSCC1=CC=CO1,coffee;cooked;pungent;roasted,Spicy|Roasted/Nutty/Toasty,Roasted/Nutty/Toasty
CSSSCC=C,alliaceous;creamy;garlic;onion;sulfurous,Green/Herbal|Sweet/Vanilla/Caramel|Sulfur/Allium,Sulfur/Allium
CSSCC1=CC=CO1,alliaceous;bread;caramel;coffee;crust;eggy;fishy;fruity;garlic;meat;meaty;nutty;onion;roasted;smoky;sulfurous;vegetable,Fruity|Green/Herbal|Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Roasted/Nutty/Toasty
CSSCC1=CC=CC=C1,cabbage;green;metallic;onion;sufurous;sulfurous;vegetable;vegetative,Green/Herbal|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSSCC=C,alliaceous;cooked;garlic;green;onion;sulfurous,Green/Herbal|Sulfur/Allium,Sulfur/Allium
CSSC1=CC=CC=C1,onion;pungent;radish;sulfurous;turnip;vegetative,Spicy|Sulfur/Allium,Sulfur/Allium
CSS(=O)(=O)C,alliaceous;cooked;durian;onion;pungent;roasted;sulfurous,Green/Herbal|Spicy|Roasted/Nutty/Toasty|Sulfur/Allium,Sulfur/Allium
CSCSC,alliaceous;cheese;chives;earthy;garlic;green;horseradish;meaty;metallic;mushroom;mustard;onion;pungent;spicy;sulfurous;truffle,Green/Herbal|Spicy|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Off-flavor
CSCS,garlic;meaty;pungent;savory;sulfurous;sulfury,Spicy|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCCO,meaty;sulfurous;tomato;vegetative,Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCCCOC(=O)CS,alliaceous;brothy;creamy;fatty;herbal;lettuce;meaty;nutty;onion;radish;savory;sweet,Green/Herbal|Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Fatty/Lipidic|Sulfur/Allium|Off-flavor,Sweet/Vanilla/Caramel
CSCCCN=C=S,earthy;green;horseradish;metallic;pungent;radish;root;sulfurous;vegetable;vegetative,Green/Herbal|Spicy|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCCCN,amine;cheese;cheesy;fishy;potato;ripe;sulfurous;vegetable;vegetative,Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Off-flavor
CSCCCCO,alliaceous;cabbage;cheesy;fruity;garlic;green;metallic;mushroom;potato;sulfurous;tomato;vegetable,Fruity|Green/Herbal|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCCCCCCN=C=S,fatty;horseradish;pungent;radish;sweet,Spicy|Sweet/Vanilla/Caramel|Fatty/Lipidic|Sulfur/Allium,Spicy
CSCCCCC#N,brocolli;cabbage,Sulfur/Allium,Sulfur/Allium
CSCCCC=O,cabbage;garlic;sulfurous;tomato;vegetable,Sulfur/Allium,Sulfur/Allium
CSCCCC(=O)O,cheesy;fruity;sulfurous,Fruity|Sweet/Vanilla/Caramel|Sulfur/Allium,Fruity
CSCCC=C(CSC)C=O,cabbage;liver;meaty;potato;sausage;sweet;vegetable;vegetative,Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Off-flavor
CSCCC(C(=O)O)N,acidic;sulfurous;sulfury,Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCCC(C(=O)NCC(=O)O)N,cheesy;meaty;savory,Sweet/Vanilla/Caramel|Off-flavor,Sweet/Vanilla/Caramel
CSCCC(=O)O,cheese;cocoa;fruit;green;roast;sulfurous;sweet;tropical,Fruity|Green/Herbal|Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Sulfur/Allium,Fruity
CSCCC(=O)C(=O)O,cheesy;methional;sulfurous,Sweet/Vanilla/Caramel|Sulfur/Allium,Sweet/Vanilla/Caramel
CSCC1=CSC=C1,allium;cooked;dairy;mushroom;onion;roasted;savory;sulfurous;truffle;watercress,Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCC1=CC=CO1,alliaceous;coffee;cooked;garlic;horseradish;mustard;onion;pungent;radish;sulfurous;vegetable,Green/Herbal|Spicy|Roasted/Nutty/Toasty|Sulfur/Allium,Sulfur/Allium
CSCC1=CC=CC=C1,beefy;burnt;chicken;horseradish;lamb;meaty;pork;roasted;savory;sulfurous,Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Roasted/Nutty/Toasty
CSCC=O,allium;garlic;mustard;nutty;onion;potato;sulfurous;vegetable,Roasted/Nutty/Toasty|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSCC=C,alliaceous;garlic;onion;sulfurous,Green/Herbal|Sulfur/Allium,Sulfur/Allium
CSCC[C@@H](C(=O)O)N,meaty,Off-flavor,Off-flavor
CSCC[C@@H](C(=O)NCC(=O)O)N,bland;cheese;meaty;neutriceutical;savory,Sweet/Vanilla/Caramel|Off-flavor,Sweet/Vanilla/Caramel
CSCC(=CC1=CC=CC=C1)C=O,bean;brocolli;cabbage;green;kimchi;onion;sauerkraut;vegetable;weedy,Green/Herbal|Sulfur/Allium,Sulfur/Allium
CSC1=NC=CN=C1,alliacous;cocoa;corn;ethereal;hazelnut;nutty;sulfurous;sweet,Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Roasted/Nutty/Toasty
CSC1=CC=CC=C1O,bee;broth;burnt;caramel;eggy;garlic;meaty;onion;smoky;sulfurous;sulfury,Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Sulfur/Allium
CSC1=CC=CC=C1,coffee;dusty;meaty;pungent;roasted;sawdust;solvent;spicy;styrene;sulfurous;woody,Woody/Resinous|Spicy|Roasted/Nutty/Toasty|Sulfur/Allium|Off-flavor,Off-flavor
CSC1=CC=C(C=C1)O,,,NA
CSC/C(=C/C1=CC=CO1)/C=O,,,NA
CSC/C(=C/C1=CC=CC=C1)/C=O,beans;cabbage;green;kimchi;onion;sauerkraut;soy;vegetative;weedy,Green/Herbal|Sulfur/Allium,Sulfur/Allium
CSC(SC)SC,earthy;mushroom;musty;sulfurous;truffle,Sulfur/Allium|Off-flavor,Off-flavor
CSC(=O)C1=CC=CO1,alliaceous;blue;cabbage;cheese;cooked;creamy;dairy;fried;milky;onion;sulfurous,Green/Herbal|Sweet/Vanilla/Caramel|Sulfur/Allium,Sweet/Vanilla/Caramel
CSC(=O)C1=CC=CC=C1,cabbage;cheese;fermented;fruit;garlic;milky;potato;sulfurous;vegetable,Fruity|Sweet/Vanilla/Caramel|Sulfur/Allium|Off-flavor,Sulfur/Allium
COCOC1CCCCCCCCCCC1,amber;cedar;dry;dusty;gis;woody,Woody/Resinous|Off-flavor,Woody/Resinous
COCOC,alcoholic;ethereal;fruity;gassy;rum;sweet,Fruity|Sweet/Vanilla/Caramel|Off-flavor,Off-flavor
COCCOCCO,ethereal;musty,Off-flavor,Off-flavor
COCCC1=CC=CC=C1,chrysanthemum;floral;green;hyacinth;jasmin;metallic;rose,Floral|Green/Herbal|Off-flavor,Floral
COCC1=CC=CO1,coffee;mustard;roasted;sugar,Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel,Roasted/Nutty/Toasty
COCC1=CC=C(C=C1)OC,anisic;floral;vanilla,Floral|Spicy|Sweet/Vanilla/Caramel,Floral
COCC1=CC=C(C=C1)O,earthy;green;medicinal;phenolic;sweet,Green/Herbal|Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Off-flavor,Off-flavor
COC1=NC=CN=C1,chocolate;cocoa;earthy;green;nutty;roasted;sweet;wine,Green/Herbal|Roasted/Nutty/Toasty|Sweet/Vanilla/Caramel|Off-flavor,Roasted/Nutty/Toasty
COC1=CC2=CC=CC=C2C=C1,acacia;blossom;floral;flower;naphthyl;neroli;orange;strawberry;sweet;woody,Fruity|Citrus|Floral|Woody/Resinous|Sweet/Vanilla/Caramel,Floral
COC1=CC2=C(C=C1)N=CC=C2,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=CC=NC=C1,aromatic;narcotic;smoky;spicy,Spicy|Roasted/Nutty/Toasty,Spicy
COC1=CC=CN1,,,NA
COC1=CC=CC2=CC=CC=C21,blossom;harsh;orange,Citrus,Citrus
